SRC	DST	PRICE	SRC_LAT	SRC_LNG	DST_LAT	DST_LNG
Amsterdam	Nairobi	462	52.3499686881	4.91664017601	-1.319167	36.9275
Amsterdam	Naples	64	52.3499686881	4.91664017601	40.886033	14.290781
Amsterdam	New Orleans	2378	52.3499686881	4.91664017601	29.993389	-90.258028
Amsterdam	New York	2048	52.3499686881	4.91664017601	40.685582333333336	-73.81015266666667
Amsterdam	Newark	1803	52.3499686881	4.91664017601	40.6925	-74.168667
Amsterdam	Newcastle	29	52.3499686881	4.91664017601	55.0375	-1.691667
Amsterdam	Nice	42	52.3499686881	4.91664017601	43.658411	7.215872
Amsterdam	Nuernberg	422	52.3499686881	4.91664017601	49.4987	11.066897
Amsterdam	Odessa	558	52.3499686881	4.91664017601	46.426767	30.676464
Amsterdam	Ohrid	112	52.3499686881	4.91664017601	41.179956	20.742325
Amsterdam	Oslo	58	52.3499686881	4.91664017601	60.193917	11.100361
Amsterdam	Palermo	148	52.3499686881	4.91664017601	38.175958	13.091019
Amsterdam	Palma de Mallorca	63	52.3499686881	4.91664017601	39.55361	2.727778
Amsterdam	Pamplona	136	52.3499686881	4.91664017601	42.770039	-1.646331
Amsterdam	Paris	255	52.3499686881	4.91664017601	49.012779	2.55
Amsterdam	Perth	1011	52.3499686881	4.91664017601	-31.940278	115.966944
Amsterdam	Philipsburg	2400	52.3499686881	4.91664017601	18.040953	-63.1089
Amsterdam	Pisa	98	52.3499686881	4.91664017601	43.683917	10.39275
Amsterdam	Porto	98	52.3499686881	4.91664017601	41.248055	-8.681389
Amsterdam	Prague	56	52.3499686881	4.91664017601	50.100833	14.26
Amsterdam	Puerto Plata	2429	52.3499686881	4.91664017601	19.7579	-70.570033
Amsterdam	Quito	2225	52.3499686881	4.91664017601	-0.141144	-78.488214
Amsterdam	Rhodos	181	52.3499686881	4.91664017601	36.405419	28.086192
Amsterdam	Riyadh	383	52.3499686881	4.91664017601	24.95764	46.698776
Amsterdam	Rome	78	52.3499686881	4.91664017601	41.804475	12.250797
Amsterdam	Sacramento	2373	52.3499686881	4.91664017601	38.695417	-121.590778
Amsterdam	Samara	320	52.3499686881	4.91664017601	53.5	50.15
Amsterdam	San Francisco	2248	52.3499686881	4.91664017601	37.618972	-122.374889
Amsterdam	San Sebastian	120	52.3499686881	4.91664017601	43.356519	-1.790611
Amsterdam	Sandefjord	477	52.3499686881	4.91664017601	59.186703	10.258628
Amsterdam	Santa Cruz De La Palma	149	52.3499686881	4.91664017601	28.626478	-17.755611
Amsterdam	Santander	149	52.3499686881	4.91664017601	43.427064	-3.820006
Amsterdam	Santiago	148	52.3499686881	4.91664017601	42.896333	-8.415144
Amsterdam	Santo Domingo	2952	52.3499686881	4.91664017601	18.429664	-69.668925
Amsterdam	Sao Paulo	530	52.3499686881	4.91664017601	-23.432075	-46.469511
Amsterdam	Sarajevo	258	52.3499686881	4.91664017601	43.824583	18.331467
Amsterdam	Seattle	2357	52.3499686881	4.91664017601	47.449	-122.309306
Amsterdam	Seoul	1742	52.3499686881	4.91664017601	37.469075	126.450517
Amsterdam	Sevilla	72	52.3499686881	4.91664017601	37.418	-5.893106
Amsterdam	Shanghai	468	52.3499686881	4.91664017601	31.143378	121.805214
Amsterdam	Sharm El Sheikh	157	52.3499686881	4.91664017601	27.977222	34.394722
Amsterdam	Singapore	707	52.3499686881	4.91664017601	1.350189	103.994433
Amsterdam	Southampton	82	52.3499686881	4.91664017601	50.950261	-1.356803
Amsterdam	Southend	41	52.3499686881	4.91664017601	51.571389	0.695556
Amsterdam	Split	225	52.3499686881	4.91664017601	43.538944	16.297964
Amsterdam	St. Petersburg	123	52.3499686881	4.91664017601	59.800292	30.262503
Amsterdam	Stockholm	64	52.3499686881	4.91664017601	59.651944	17.918611
Amsterdam	Tallinn-ulemiste International	116	52.3499686881	4.91664017601	59.413317	24.832844
Amsterdam	Tanger	89	52.3499686881	4.91664017601	35.726917	-5.916889
Amsterdam	Tbilisi	104	52.3499686881	4.91664017601	41.669167	44.954722
Amsterdam	Tel-aviv	90	52.3499686881	4.91664017601	32.011389	34.886667
Amsterdam	Tenerife	183	52.3499686881	4.91664017601	28.263564	-16.4570125
Amsterdam	Torino	148	52.3499686881	4.91664017601	45.200761	7.649631
Amsterdam	Toronto	476	52.3499686881	4.91664017601	43.677223	-79.630556
Amsterdam	Toulouse	156	52.3499686881	4.91664017601	43.629075	1.363819
Amsterdam	Treviso	55	52.3499686881	4.91664017601	45.6484	12.194422
Amsterdam	Valencia	72	52.3499686881	4.91664017601	39.489314	-0.481625
Amsterdam	Valladolid	149	52.3499686881	4.91664017601	41.706111	-4.851944
Amsterdam	Vancouver	946	52.3499686881	4.91664017601	49.193889	-123.184444
Amsterdam	Varna	119	52.3499686881	4.91664017601	43.232072	27.825106
Amsterdam	Venice	123	52.3499686881	4.91664017601	45.505278	12.351944
Amsterdam	Vienna	165	52.3499686881	4.91664017601	48.110278	16.569722
Amsterdam	Vigo	191	52.3499686881	4.91664017601	42.2318	-8.626775
Amsterdam	Villafranca	132	52.3499686881	4.91664017601	45.395706	10.888533
Amsterdam	Vilnius	97	52.3499686881	4.91664017601	54.634133	25.285767
Amsterdam	Warsaw	110	52.3499686881	4.91664017601	52.16575	20.967122
Amsterdam	Wroclaw	123	52.3499686881	4.91664017601	51.102683	16.885836
Amsterdam	Yekaterinburg	289	52.3499686881	4.91664017601	56.743108	60.802728
Amsterdam	Zagreb	160	52.3499686881	4.91664017601	45.742931	16.068778
Amsterdam	Zurich	153	52.3499686881	4.91664017601	47.464722	8.549167
Athens	Adana	157	37.9833262319	23.7333210843	36.982166	35.280388
Athens	Amman	276	37.9833262319	23.7333210843	31.722556	35.993214
Athens	Amsterdam	111	37.9833262319	23.7333210843	52.308613	4.763889
Athens	Anapa	373	37.9833262319	23.7333210843	45.002097	37.347272
Athens	Ankara	172	37.9833262319	23.7333210843	40.128082	32.995083
Athens	Bangkok	1400	37.9833262319	23.7333210843	13.681108	100.747283
Athens	Barcelona	548	37.9833262319	23.7333210843	41.297078	2.078464
Athens	Beijing	453	37.9833262319	23.7333210843	40.080111	116.584556
Athens	Beirut	276	37.9833262319	23.7333210843	33.820931	35.488389
Athens	Belgrade	100	37.9833262319	23.7333210843	44.818444	20.309139
Athens	Bergamo	373	37.9833262319	23.7333210843	45.673889	9.704166
Athens	Berlin	69	37.9833262319	23.7333210843	52.469843499999996	13.405105500000001
Athens	Bilbao	55	37.9833262319	23.7333210843	43.301097	-2.910608
Athens	Birmingham	149	37.9833262319	23.7333210843	52.453856	-1.748028
Athens	Bristol	995	37.9833262319	23.7333210843	51.382669	-2.719089
Athens	Brussels	95	37.9833262319	23.7333210843	50.901389	4.484444
Athens	Bucharest	76	37.9833262319	23.7333210843	44.572161	26.102178
Athens	Chania	85	37.9833262319	23.7333210843	35.531747	24.149678
Athens	Chengdu	1144	37.9833262319	23.7333210843	30.578528	103.947086
Athens	Chicago	2237	37.9833262319	23.7333210843	41.978603	-87.904842
Athens	Copenhagen	152	37.9833262319	23.7333210843	55.617917	12.655972
Athens	Delhi	414	37.9833262319	23.7333210843	28.5665	77.103088
Athens	Douala	1395	37.9833262319	23.7333210843	4.006081	9.719481
Athens	Dubai	392	37.9833262319	23.7333210843	25.252778	55.364444
Athens	Dublin	130	37.9833262319	23.7333210843	53.421333	-6.270075
Athens	Dubrovnik	230	37.9833262319	23.7333210843	42.561353	18.268244
Athens	Duesseldorf	106	37.9833262319	23.7333210843	51.289453	6.766775
Athens	Edinburgh	620	37.9833262319	23.7333210843	55.95	-3.3725
Athens	Florence	168	37.9833262319	23.7333210843	43.809953	11.2051
Athens	Frankfurt	103	37.9833262319	23.7333210843	50.026421	8.543125
Athens	Geneva	145	37.9833262319	23.7333210843	46.238064	6.10895
Athens	Hannover	215	37.9833262319	23.7333210843	52.461056	9.685078
Athens	Havana	686	37.9833262319	23.7333210843	22.989153	-82.409086
Athens	Helsinki	638	37.9833262319	23.7333210843	60.317222	24.963333
Athens	Heraklion	42	37.9833262319	23.7333210843	35.339719	25.180297
Athens	Houston	2321	37.9833262319	23.7333210843	29.984433	-95.341442
Athens	Ikaria	66	37.9833262319	23.7333210843	37.682717	26.347061
Athens	Ioannina	107	37.9833262319	23.7333210843	39.696388	20.8225
Athens	Istanbul	120	37.9833262319	23.7333210843	40.9377375	29.0619125
Athens	Izmir	158	37.9833262319	23.7333210843	38.292392	27.156953
Athens	Kalymnos	93	37.9833262319	23.7333210843	36.963333	26.940556
Athens	Karpathos	94	37.9833262319	23.7333210843	35.421408	27.146008
Athens	Kastoria	83	37.9833262319	23.7333210843	40.446294	21.282186
Athens	Kavala	87	37.9833262319	23.7333210843	40.913306	24.619223
Athens	Kerkyra/corfu	70	37.9833262319	23.7333210843	39.601944	19.911667
Athens	Kiev	87	37.9833262319	23.7333210843	50.373346999999995	30.6722095
Athens	Kos	87	37.9833262319	23.7333210843	36.793335	27.091667
Athens	Kozani	73	37.9833262319	23.7333210843	40.28611	21.840834
Athens	Krasnoyarsk	400	37.9833262319	23.7333210843	56.18	92.475
Athens	Larnaca	87	37.9833262319	23.7333210843	34.875117	33.62485
Athens	Leeds	236	37.9833262319	23.7333210843	53.865897	-1.660569
Athens	Limnos	141	37.9833262319	23.7333210843	39.917072	25.236308
Athens	Lisbon	140	37.9833262319	23.7333210843	38.781311	-9.135919
Athens	London	130	37.9833262319	23.7333210843	51.432778	-0.11033339999999998
Athens	Lvov	184	37.9833262319	23.7333210843	49.8125	23.956111
Athens	Lyon	498	37.9833262319	23.7333210843	45.726387	5.090833
Athens	Madrid	164	37.9833262319	23.7333210843	40.493556	-3.566764
Athens	Manchester	108	37.9833262319	23.7333210843	53.353744	-2.27495
Athens	Marseille	172	37.9833262319	23.7333210843	43.435555	5.213611
Athens	Melbourne	742	37.9833262319	23.7333210843	-37.673333	144.843333
Athens	Mexico City	2237	37.9833262319	23.7333210843	19.436303	-99.072097
Athens	Milan	152	37.9833262319	23.7333210843	45.445103	9.276739
Athens	Milano	59	37.9833262319	23.7333210843	45.630606	8.728111
Athens	Moscow	137	37.9833262319	23.7333210843	55.59662133333333	37.74227033333333
Athens	Munich	173	37.9833262319	23.7333210843	48.353783	11.786086
Athens	Mykonos	79	37.9833262319	23.7333210843	37.435128	25.348103
Athens	Mytilini	87	37.9833262319	23.7333210843	39.056667	26.598333
Athens	New York	559	37.9833262319	23.7333210843	40.639751	-73.778925
Athens	Newark	1998	37.9833262319	23.7333210843	40.6925	-74.168667
Athens	Newcastle	1036	37.9833262319	23.7333210843	55.0375	-1.691667
Athens	Nice	170	37.9833262319	23.7333210843	43.658411	7.215872
Athens	Novosibirsk	232	37.9833262319	23.7333210843	55.012622	82.650656
Athens	Oslo	328	37.9833262319	23.7333210843	60.193917	11.100361
Athens	Paris	149	37.9833262319	23.7333210843	48.91694533333333	2.4864813333333333
Athens	Paros	83	37.9833262319	23.7333210843	37.010278	25.127778
Athens	Philadelphia	2125	37.9833262319	23.7333210843	39.871944	-75.241139
Athens	Pisa	164	37.9833262319	23.7333210843	43.683917	10.39275
Athens	Prague	515	37.9833262319	23.7333210843	50.100833	14.26
Athens	Raleigh-durham	2346	37.9833262319	23.7333210843	35.877639	-78.787472
Athens	Rhodos	70	37.9833262319	23.7333210843	36.405419	28.086192
Athens	Rome	79	37.9833262319	23.7333210843	41.804475	12.250797
Athens	Samos	71	37.9833262319	23.7333210843	37.689999	26.911667
Athens	Sandefjord	665	37.9833262319	23.7333210843	59.186703	10.258628
Athens	Sarajevo	139	37.9833262319	23.7333210843	43.824583	18.331467
Athens	Seoul	577	37.9833262319	23.7333210843	37.469075	126.450517
Athens	Shanghai	441	37.9833262319	23.7333210843	31.143378	121.805214
Athens	Skiathos	75	37.9833262319	23.7333210843	39.1771	23.503675
Athens	Skopje	115	37.9833262319	23.7333210843	41.961622	21.621381
Athens	St. Petersburg	230	37.9833262319	23.7333210843	59.800292	30.262503
Athens	Stockholm	176	37.9833262319	23.7333210843	59.651944	17.918611
Athens	Stuttgart	111	37.9833262319	23.7333210843	48.689878	9.221964
Athens	Thira	79	37.9833262319	23.7333210843	36.399169	25.479333
Athens	Tirana	80	37.9833262319	23.7333210843	41.414742	19.720561
Athens	Toronto	678	37.9833262319	23.7333210843	43.677223	-79.630556
Athens	Venice	79	37.9833262319	23.7333210843	45.505278	12.351944
Athens	Vienna	101	37.9833262319	23.7333210843	48.110278	16.569722
Athens	Yekaterinburg	265	37.9833262319	23.7333210843	56.743108	60.802728
Athens	Zagreb	225	37.9833262319	23.7333210843	45.742931	16.068778
Athens	Zakynthos	72	37.9833262319	23.7333210843	37.750853	20.88425
Athens	Zurich	155	37.9833262319	23.7333210843	47.464722	8.549167
Barcelona	Aalborg	115	41.3832995799	2.18337031923	57.092789	9.849164
Barcelona	Adana	149	41.3832995799	2.18337031923	36.982166	35.280388
Barcelona	Alghero	289	41.3832995799	2.18337031923	40.632133	8.290772
Barcelona	Alicante	42	41.3832995799	2.18337031923	38.282169	-0.558156
Barcelona	Almeria	54	41.3832995799	2.18337031923	36.843936	-2.370097
Barcelona	Amsterdam	64	41.3832995799	2.18337031923	52.308613	4.763889
Barcelona	Athens	148	41.3832995799	2.18337031923	37.936358	23.944467
Barcelona	Atlanta	1746	41.3832995799	2.18337031923	33.636719	-84.428067
Barcelona	Avalon	1009	41.3832995799	2.18337031923	-38.039444	144.469444
Barcelona	Aviles	59	41.3832995799	2.18337031923	43.563567	-6.034622
Barcelona	Bangkok	445	41.3832995799	2.18337031923	13.681108	100.747283
Barcelona	Bari	47	41.3832995799	2.18337031923	41.138856	16.760594
Barcelona	Basel	87	41.3832995799	2.18337031923	47.59	7.529167
Barcelona	Beauvais	39	41.3832995799	2.18337031923	49.454444	2.112778
Barcelona	Beijing	323	41.3832995799	2.18337031923	40.080111	116.584556
Barcelona	Beirut	455	41.3832995799	2.18337031923	33.820931	35.488389
Barcelona	Belfast	89	41.3832995799	2.18337031923	54.637778	-6.044166499999999
Barcelona	Bergamo	17	41.3832995799	2.18337031923	45.673889	9.704166
Barcelona	Bergen	80	41.3832995799	2.18337031923	60.293386	5.218142
Barcelona	Bergerac	387	41.3832995799	2.18337031923	44.825279	0.518611
Barcelona	Berlin	79	41.3832995799	2.18337031923	52.469843499999996	13.405105500000001
Barcelona	Bermuda	1677	41.3832995799	2.18337031923	32.364042	-64.678703
Barcelona	Bilbao	43	41.3832995799	2.18337031923	43.301097	-2.910608
Barcelona	Billund	186	41.3832995799	2.18337031923	55.740322	9.151778
Barcelona	Birmingham	34	41.3832995799	2.18337031923	52.453856	-1.748028
Barcelona	Bodo	162	41.3832995799	2.18337031923	67.269167	14.365278
Barcelona	Bologna	28	41.3832995799	2.18337031923	44.535444	11.288667
Barcelona	Bordeaux	55	41.3832995799	2.18337031923	44.828335	-0.715556
Barcelona	Boston	490	41.3832995799	2.18337031923	42.364347	-71.005181
Barcelona	Bozeman	1776	41.3832995799	2.18337031923	45.777643	-111.160151
Barcelona	Bremen	140	41.3832995799	2.18337031923	53.0475	8.786667
Barcelona	Brindisi	221	41.3832995799	2.18337031923	40.657633	17.947033
Barcelona	Brisbane	858	41.3832995799	2.18337031923	-27.384167	153.1175
Barcelona	Bristol	85	41.3832995799	2.18337031923	51.382669	-2.719089
Barcelona	Brussels	75	41.3832995799	2.18337031923	50.901389	4.484444
Barcelona	Bucharest	77	41.3832995799	2.18337031923	44.572161	26.102178
Barcelona	Budapest	66	41.3832995799	2.18337031923	47.436933	19.255592
Barcelona	Buenos Aires	2018	41.3832995799	2.18337031923	-34.822222	-58.535833
Barcelona	Burgos	60	41.3832995799	2.18337031923	42.357628	-3.620764
Barcelona	Cagliari	81	41.3832995799	2.18337031923	39.251469	9.054283
Barcelona	Cairo	209	41.3832995799	2.18337031923	30.121944	31.405556
Barcelona	Campinas	586	41.3832995799	2.18337031923	-23.0075	-47.134444
Barcelona	Cancun	1841	41.3832995799	2.18337031923	21.036528	-86.877083
Barcelona	Caracas	1312	41.3832995799	2.18337031923	10.603117	-66.990583
Barcelona	Cardiff	68	41.3832995799	2.18337031923	51.396667	-3.343333
Barcelona	Casablanca	34	41.3832995799	2.18337031923	33.367467	-7.589967
Barcelona	Catania	68	41.3832995799	2.18337031923	37.466781	15.0664
Barcelona	Charleroi	19	41.3832995799	2.18337031923	50.459197	4.453817
Barcelona	Chicago	556	41.3832995799	2.18337031923	41.882287500000004	-87.8286295
Barcelona	Cluj-napoca	99	41.3832995799	2.18337031923	46.785167	23.686167
Barcelona	Cologne	68	41.3832995799	2.18337031923	50.865917	7.142744
Barcelona	Connaught	813	41.3832995799	2.18337031923	53.910297	-8.818492
Barcelona	Copenhagen	65	41.3832995799	2.18337031923	55.617917	12.655972
Barcelona	Cork	81	41.3832995799	2.18337031923	51.841269	-8.491111
Barcelona	Cuneo	127	41.3832995799	2.18337031923	44.547019	7.623217
Barcelona	Dakar	287	41.3832995799	2.18337031923	14.739708	-17.490225
Barcelona	Denver	1707	41.3832995799	2.18337031923	39.861656	-104.673178
Barcelona	Donetsk	143	41.3832995799	2.18337031923	48.073611	37.739722
Barcelona	Dortmund	34	41.3832995799	2.18337031923	51.518314	7.612242
Barcelona	Dresden	110	41.3832995799	2.18337031923	51.132767	13.767161
Barcelona	Dubai	161	41.3832995799	2.18337031923	25.252778	55.364444
Barcelona	Dublin	81	41.3832995799	2.18337031923	53.421333	-6.270075
Barcelona	Dubrovnik	127	41.3832995799	2.18337031923	42.561353	18.268244
Barcelona	Duesseldorf	67	41.3832995799	2.18337031923	51.289453	6.766775
Barcelona	East Midlands	40	41.3832995799	2.18337031923	52.831111	-1.328056
Barcelona	Edinburgh	97	41.3832995799	2.18337031923	55.95	-3.3725
Barcelona	Eindhoven	34	41.3832995799	2.18337031923	51.450139	5.374528
Barcelona	El Aroui	42	41.3832995799	2.18337031923	34.9888	-3.02821
Barcelona	Erbil	471	41.3832995799	2.18337031923	36.237611	43.963158
